hflu;spn;mcat
>lcl|NZ_QWLX01000001.1_cds_WP_005648463.1_43 [gene=trmL] [locus_tag=FA898_RS00235] [protein=tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL] [protein_id=WP_005648463.1] [location=complement(50185..50667)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000842790.1_43 [locus_tag=SPNHU17_RS00245] [protein=head-tail adaptor protein] [protein_id=WP_000842790.1] [location=39524..39829] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657026.1_43 [locus_tag=MC195_RS00230] [db_xref=GeneID:66584942] [protein=hydroxymethylpyrimidine/phosphomethylpyrimidine kinase] [protein_id=WP_003657026.1] [location=complement(54060..54857)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_075985410.1_44 [gene=rsmD] [locus_tag=FA898_RS00240] [protein=16S rRNA (guanine(966)-N(2))-methyltransferase RsmD] [protein_id=WP_075985410.1] [location=complement(50678..51259)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001074487.1_44 [locus_tag=SPNHU17_RS00250] [protein=hypothetical protein] [protein_id=WP_001074487.1] [location=39829..40176] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003663155.1_44 [locus_tag=MC195_RS00245] [db_xref=GeneID:66584945] [protein=RDD family protein] [protein_id=WP_003663155.1] [location=55573..56124] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_163471149.1_45 [gene=ftsY] [locus_tag=FA898_RS00245] [protein=signal recognition particle-docking protein FtsY] [protein_id=WP_163471149.1] [location=51356..52588] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000534621.1_45 [locus_tag=SPNHU17_RS00255] [protein=hypothetical protein] [protein_id=WP_000534621.1] [location=40163..40507] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_038519053.1_45 [gene=hemN] [locus_tag=MC195_RS00250] [db_xref=GeneID:66584946] [protein=oxygen-independent coproporphyrinogen III oxidase] [protein_id=WP_038519053.1] [location=complement(56145..57554)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005648452.1_46 [gene=ftsE] [locus_tag=FA898_RS00250] [protein=cell division ATP-binding protein FtsE] [protein_id=WP_005648452.1] [location=52607..53263] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000221469.1_46 [locus_tag=SPNHU17_RS00260] [protein=hypothetical protein] [protein_id=WP_000221469.1] [location=40521..41189] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003673379.1_46 [gene=pth] [locus_tag=MC195_RS00255] [db_xref=GeneID:66584947] [protein=aminoacyl-tRNA hydrolase] [protein_id=WP_003673379.1] [location=complement(57741..58313)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_110437821.1_47 [gene=ftsX] [locus_tag=FA898_RS00255] [protein=permease-like cell division protein FtsX] [protein_id=WP_110437821.1] [location=53273..54205] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000591561.1_47 [locus_tag=SPNHU17_RS00265] [protein=hypothetical protein] [protein_id=WP_000591561.1] [location=41191..41667] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003658644.1_47 [locus_tag=MC195_RS00260] [db_xref=GeneID:66584948] [protein=50S ribosomal protein L25/general stress protein Ctc] [protein_id=WP_003658644.1] [location=complement(58390..59061)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005648446.1_48 [locus_tag=FA898_RS00260] [protein=acetyl-CoA C-acetyltransferase] [protein_id=WP_005648446.1] [location=complement(54300..55481)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000852167.1_48 [locus_tag=SPNHU17_RS00270] [protein=phage tail tape measure protein] [protein_id=WP_000852167.1] [location=41854..44592] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657018.1_48 [gene=putP] [locus_tag=MC195_RS00265] [db_xref=GeneID:66584949] [protein=sodium/proline symporter PutP] [protein_id=WP_003657018.1] [location=59537..61033] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_015701857.1_49 [locus_tag=FA898_RS00265] [protein=TIGR00366 family protein] [protein_id=WP_015701857.1] [location=complement(55496..56839)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000161553.1_49 [locus_tag=SPNHU17_RS00275] [protein=phage tail protein] [protein_id=WP_000161553.1] [location=44589..45311] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657016.1_49 [gene=rpsU] [locus_tag=MC195_RS00270] [db_xref=GeneID:66584950] [protein=30S ribosomal protein S21] [protein_id=WP_003657016.1] [location=61432..61647] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005648444.1_50 [locus_tag=FA898_RS00270] [protein=3-oxoacid CoA-transferase subunit B] [protein_id=WP_005648444.1] [location=complement(56836..57507)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_208912181.1_50 [locus_tag=SPNHU17_RS00280] [protein=phage tail protein] [partial=3'] [protein_id=WP_208912181.1] [location=45312..>46643] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657015.1_50 [gene=minE] [locus_tag=MC195_RS00275] [db_xref=GeneID:66584951] [protein=cell division topological specificity factor MinE] [protein_id=WP_003657015.1] [location=complement(61813..62088)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005648442.1_51 [gene=atoD] [locus_tag=FA898_RS00275] [protein=acetate CoA-transferase subunit alpha] [protein_id=WP_005648442.1] [location=complement(57518..58171)] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_51 [locus_tag=SPNHU17_RS00285] [protein=hypothetical protein] [pseudo=true] [frame=2] [partial=5',3'] [location=<47172..>47995] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657013.1_51 [gene=minD] [locus_tag=MC195_RS00280] [db_xref=GeneID:66584952] [protein=septum site-determining protein MinD] [protein_id=WP_003657013.1] [location=complement(62091..62906)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005655572.1_52 [locus_tag=FA898_RS00280] [protein=LysR family transcriptional regulator] [protein_id=WP_005655572.1] [location=58419..59324] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_208912183.1_52 [locus_tag=SPNHU17_RS00290] [protein=carbohydrate binding domain-containing protein] [frame=2] [partial=5',3'] [protein_id=WP_208912183.1] [location=<48096..>48658] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657011.1_52 [gene=minC] [locus_tag=MC195_RS00285] [db_xref=GeneID:66584953] [protein=septum site-determining protein MinC] [protein_id=WP_003657011.1] [location=complement(63061..63843)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_001181005.1_53 [gene=rpsJ] [locus_tag=FA898_RS00285] [protein=30S ribosomal protein S10] [protein_id=WP_001181005.1] [location=59560..59871] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_208912186.1_53 [locus_tag=SPNHU17_RS00295] [protein=tail fiber domain-containing protein] [frame=2] [partial=5'] [protein_id=WP_208912186.1] [location=<49253..52250] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081569698.1_53 [locus_tag=MC195_RS00290] [db_xref=GeneID:66584954] [protein=hypothetical protein] [protein_id=WP_081569698.1] [location=complement(64002..65045)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005632753.1_54 [gene=rplC] [locus_tag=FA898_RS00290] [protein=50S ribosomal protein L3] [protein_id=WP_005632753.1] [location=59888..60514] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001091107.1_54 [locus_tag=SPNHU17_RS00300] [protein=hypothetical protein] [protein_id=WP_001091107.1] [location=52344..52547] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003658641.1_54 [locus_tag=MC195_RS00295] [db_xref=GeneID:66584955] [protein=acyltransferase] [protein_id=WP_003658641.1] [location=complement(65227..66183)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_050846563.1_55 [gene=rplD] [locus_tag=FA898_RS00295] [protein=50S ribosomal protein L4] [protein_id=WP_050846563.1] [location=60530..61132] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000852249.1_55 [locus_tag=SPNHU17_RS00305] [protein=hypothetical protein] [protein_id=WP_000852249.1] [location=52550..52900] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003658639.1_55 [locus_tag=MC195_RS00300] [db_xref=GeneID:66584956] [protein=OmpA family protein] [protein_id=WP_003658639.1] [location=66540..67214] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005632756.1_56 [gene=rplW] [locus_tag=FA898_RS00300] [protein=50S ribosomal protein L23] [protein_id=WP_005632756.1] [location=61129..61428] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001165344.1_56 [locus_tag=SPNHU17_RS00310] [protein=phage holin family protein] [protein_id=WP_001165344.1] [location=52910..53326] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003663156.1_56 [locus_tag=MC195_RS00305] [db_xref=GeneID:66584957] [protein=c-type cytochrome] [protein_id=WP_003663156.1] [location=67843..68367] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_050948736.1_57 [gene=rplB] [locus_tag=FA898_RS00305] [protein=50S ribosomal protein L2] [protein_id=WP_050948736.1] [location=61446..62267] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001186229.1_57 [locus_tag=SPNHU17_RS00315] [protein=phage holin] [protein_id=WP_001186229.1] [location=53330..53662] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081569699.1_57 [gene=gatB] [locus_tag=MC195_RS00315] [db_xref=GeneID:66584959] [protein=Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB] [protein_id=WP_081569699.1] [location=complement(68926..70398)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005539416.1_58 [gene=rpsS] [locus_tag=FA898_RS00310] [protein=30S ribosomal protein S19] [protein_id=WP_005539416.1] [location=62293..62568] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_138026281.1_58 [locus_tag=SPNHU17_RS00320] [protein=N-acetylmuramoyl-L-alanine amidase family protein] [protein_id=WP_138026281.1] [location=53666..54634] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003657002.1_58 [locus_tag=MC195_RS00320] [db_xref=GeneID:66584960] [protein=class A beta-lactamase BRO-1] [protein_id=WP_003657002.1] [location=complement(70432..71373)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005625897.1_59 [gene=rplV] [locus_tag=FA898_RS00315] [protein=50S ribosomal protein L22] [protein_id=WP_005625897.1] [location=62580..62912] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001209433.1_59 [locus_tag=SPNHU17_RS00325] [protein=hypothetical protein] [protein_id=WP_001209433.1] [location=complement(54772..54951)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_081569700.1_59 [gene=gatA] [locus_tag=MC195_RS00325] [db_xref=GeneID:66584961] [protein=Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA] [protein_id=WP_081569700.1] [location=complement(71449..72927)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_136428995.1_60 [gene=rpsC] [locus_tag=FA898_RS00320] [protein=30S ribosomal protein S3] [protein_id=WP_136428995.1] [location=62930..63637] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001030863.1_60 [locus_tag=SPNHU17_RS00330] [protein=hypothetical protein] [protein_id=WP_001030863.1] [location=complement(55093..55242)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003658632.1_60 [gene=gatC] [locus_tag=MC195_RS00330] [db_xref=GeneID:66584962] [protein=Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC] [protein_id=WP_003658632.1] [location=complement(73026..73313)] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005648425.1_61 [gene=rplP] [locus_tag=FA898_RS00325] [protein=50S ribosomal protein L16] [protein_id=WP_005648425.1] [location=63651..64061] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000291870.1_61 [locus_tag=SPNHU17_RS00335] [protein=tRNA adenosine(34) deaminase TadA] [protein_id=WP_000291870.1] [location=55840..56307] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003656996.1_61 [locus_tag=MC195_RS00335] [db_xref=GeneID:66584963] [protein=Maf family protein] [protein_id=WP_003656996.1] [location=73630..74241] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005625888.1_62 [gene=rpmC] [locus_tag=FA898_RS00330] [protein=50S ribosomal protein L29] [protein_id=WP_005625888.1] [location=64061..64252] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000701992.1_62 [locus_tag=SPNHU17_RS00345] [protein=dUTP diphosphatase] [protein_id=WP_000701992.1] [location=56493..56936] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003658629.1_62 [locus_tag=MC195_RS00340] [db_xref=GeneID:66584964] [protein=Rne/Rng family ribonuclease] [protein_id=WP_003658629.1] [location=74428..76056] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005625886.1_63 [gene=rpsQ] [locus_tag=FA898_RS00335] [protein=30S ribosomal protein S17] [protein_id=WP_005625886.1] [location=64252..64509] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000691236.1_63 [locus_tag=SPNHU17_RS00350] [protein=histidine phosphatase family protein] [protein_id=WP_000691236.1] [location=56938..57453] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003656991.1_63 [gene=rpsJ] [locus_tag=MC195_RS00345] [db_xref=GeneID:66584965] [protein=30S ribosomal protein S10] [protein_id=WP_003656991.1] [location=76457..76768] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005648422.1_64 [locus_tag=FA898_RS00340] [protein=hypothetical protein] [protein_id=WP_005648422.1] [location=64899..65522] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_075213698.1_64 [gene=radA] [locus_tag=SPNHU17_RS00355] [protein=DNA repair protein RadA] [protein_id=WP_075213698.1] [location=57467..58828] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003656990.1_64 [gene=rplC] [locus_tag=MC195_RS00350] [db_xref=GeneID:66584966] [protein=50S ribosomal protein L3] [protein_id=WP_003656990.1] [location=76821..77459] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005548786.1_65 [gene=rplN] [locus_tag=FA898_RS00345] [protein=50S ribosomal protein L14] [protein_id=WP_005548786.1] [location=65803..66174] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001809263.1_65 [locus_tag=SPNHU17_RS00360] [protein=carbonic anhydrase] [protein_id=WP_001809263.1] [location=58901..59398] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003656988.1_65 [gene=rplD] [locus_tag=MC195_RS00355] [db_xref=GeneID:66584967] [protein=50S ribosomal protein L4] [protein_id=WP_003656988.1] [location=77474..78076] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005635734.1_66 [gene=rplX] [locus_tag=FA898_RS00350] [protein=50S ribosomal protein L24] [protein_id=WP_005635734.1] [location=66185..66496] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000272773.1_66 [locus_tag=SPNHU17_RS00365] [protein=PrsW family intramembrane metalloprotease] [protein_id=WP_000272773.1] [location=59419..60234] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003656987.1_66 [gene=rplW] [locus_tag=MC195_RS00360] [db_xref=GeneID:66584968] [protein=50S ribosomal protein L23] [protein_id=WP_003656987.1] [location=78073..78402] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005625881.1_67 [gene=rplE] [locus_tag=FA898_RS00355] [protein=50S ribosomal protein L5] [protein_id=WP_005625881.1] [location=66514..67053] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000010163.1_67 [locus_tag=SPNHU17_RS00370] [protein=ribose-phosphate diphosphokinase] [protein_id=WP_000010163.1] [location=60379..61347] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003656985.1_67 [gene=rplB] [locus_tag=MC195_RS00365] [db_xref=GeneID:66584969] [protein=50S ribosomal protein L2] [protein_id=WP_003656985.1] [location=78413..79240] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005625879.1_68 [gene=rpsN] [locus_tag=FA898_RS00360] [protein=30S ribosomal protein S14] [protein_id=WP_005625879.1] [location=67065..67370] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000492734.1_68 [locus_tag=SPNHU17_RS00375] [protein=hypothetical protein] [protein_id=WP_000492734.1] [location=complement(61909..62142)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003656984.1_68 [gene=rpsS] [locus_tag=MC195_RS00370] [db_xref=GeneID:66584970] [protein=30S ribosomal protein S19] [protein_id=WP_003656984.1] [location=79253..79528] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005625877.1_69 [gene=rpsH] [locus_tag=FA898_RS00365] [protein=30S ribosomal protein S8] [protein_id=WP_005625877.1] [location=67407..67799] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000233180.1_69 [locus_tag=SPNHU17_RS00380] [protein=hypothetical protein] [protein_id=WP_000233180.1] [location=complement(62135..62251)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003656983.1_69 [gene=rplV] [locus_tag=MC195_RS00375] [db_xref=GeneID:66584971] [protein=50S ribosomal protein L22] [protein_id=WP_003656983.1] [location=79538..79867] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005648412.1_70 [gene=rplF] [locus_tag=FA898_RS00370] [protein=50S ribosomal protein L6] [protein_id=WP_005648412.1] [location=67815..68348] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_061364461.1_70 [locus_tag=SPNHU17_RS00385] [protein=PD-(D/E)XK nuclease family transposase] [protein_id=WP_061364461.1] [location=complement(62466..62816)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003656981.1_70 [gene=rpsC] [locus_tag=MC195_RS00380] [db_xref=GeneID:66584972] [protein=30S ribosomal protein S3] [protein_id=WP_003656981.1] [location=79870..80592] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005625873.1_71 [gene=rplR] [locus_tag=FA898_RS00375] [protein=50S ribosomal protein L18] [protein_id=WP_005625873.1] [location=68362..68715] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001842036.1_71 [gene=polA] [locus_tag=SPNHU17_RS00390] [protein=DNA polymerase I] [protein_id=WP_001842036.1] [location=63072..65705] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003656980.1_71 [gene=rplP] [locus_tag=MC195_RS00385] [db_xref=GeneID:66584973] [protein=50S ribosomal protein L16] [protein_id=WP_003656980.1] [location=80596..81009] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005625871.1_72 [gene=rpsE] [locus_tag=FA898_RS00380] [protein=30S ribosomal protein S5] [protein_id=WP_005625871.1] [location=68730..69230] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000076500.1_72 [locus_tag=SPNHU17_RS00395] [protein=CoA-binding protein] [protein_id=WP_000076500.1] [location=65790..66227] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003656979.1_72 [gene=rpmC] [locus_tag=MC195_RS00390] [db_xref=GeneID:66584974] [protein=50S ribosomal protein L29] [protein_id=WP_003656979.1] [location=81009..81206] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005543631.1_73 [gene=rpmD] [locus_tag=FA898_RS00385] [protein=50S ribosomal protein L30] [protein_id=WP_005543631.1] [location=69237..69416] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000009179.1_73 [locus_tag=SPNHU17_RS00400] [protein=YeiH family putative sulfate export transporter] [protein_id=WP_000009179.1] [location=complement(66940..67950)] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003656978.1_73 [gene=rpsQ] [locus_tag=MC195_RS00395] [db_xref=GeneID:66584975] [protein=30S ribosomal protein S17] [protein_id=WP_003656978.1] [location=81203..81475] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005648410.1_74 [gene=rplO] [locus_tag=FA898_RS00390] [protein=50S ribosomal protein L15] [protein_id=WP_005648410.1] [location=69420..69854] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000366376.1_74 [locus_tag=SPNHU17_RS00405] [protein=pyridoxal phosphate-dependent aminotransferase] [protein_id=WP_000366376.1] [location=68099..69268] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003656976.1_74 [gene=rplN] [locus_tag=MC195_RS00400] [db_xref=GeneID:66584976] [protein=50S ribosomal protein L14] [protein_id=WP_003656976.1] [location=81584..81952] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_136428997.1_75 [gene=secY] [locus_tag=FA898_RS00395] [protein=preprotein translocase subunit SecY] [protein_id=WP_136428997.1] [location=69862..71187] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000616164.1_75 [gene=recO] [locus_tag=SPNHU17_RS00410] [protein=DNA repair protein RecO] [protein_id=WP_000616164.1] [location=69265..70035] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003656975.1_75 [gene=rplX] [locus_tag=MC195_RS00405] [db_xref=GeneID:66584977] [protein=50S ribosomal protein L24] [protein_id=WP_003656975.1] [location=81970..82287] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005625868.1_76 [gene=rpmJ] [locus_tag=FA898_RS00400] [protein=50S ribosomal protein L36] [protein_id=WP_005625868.1] [location=71216..71329] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000717456.1_76 [gene=plsX] [locus_tag=SPNHU17_RS00415] [protein=phosphate acyltransferase PlsX] [protein_id=WP_000717456.1] [location=70032..71024] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003656974.1_76 [gene=rplE] [locus_tag=MC195_RS00410] [db_xref=GeneID:66584978] [protein=50S ribosomal protein L5] [protein_id=WP_003656974.1] [location=82308..82844] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005648406.1_77 [gene=rpsM] [locus_tag=FA898_RS00405] [protein=30S ribosomal protein S13] [protein_id=WP_005648406.1] [location=71469..71825] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000136447.1_77 [locus_tag=SPNHU17_RS00420] [protein=acyl carrier protein] [protein_id=WP_000136447.1] [location=71030..71263] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003656973.1_77 [gene=rpsN] [locus_tag=MC195_RS00415] [db_xref=GeneID:66584979] [protein=30S ribosomal protein S14] [protein_id=WP_003656973.1] [location=82856..83161] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005543603.1_78 [gene=rpsK] [locus_tag=FA898_RS00410] [protein=30S ribosomal protein S11] [protein_id=WP_005543603.1] [location=71841..72230] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_001093075.1_78 [gene=blpU] [locus_tag=SPNHU17_RS00425] [protein=bacteriocin-like peptide BlpU] [protein_id=WP_001093075.1] [location=71948..72178] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003656972.1_78 [gene=rpsH] [locus_tag=MC195_RS00420] [db_xref=GeneID:66584980] [protein=30S ribosomal protein S8] [protein_id=WP_003656972.1] [location=83176..83574] [gbkey=CDS]
>lcl|NZ_QWLX01000001.1_cds_WP_005648404.1_79 [gene=rpsD] [locus_tag=FA898_RS00415] [protein=30S ribosomal protein S4] [protein_id=WP_005648404.1] [location=72258..72878] [gbkey=CDS];>lcl|NZ_CP020549.1_cds_WP_000343888.1_79 [locus_tag=SPNHU17_RS00430] [protein=helix-turn-helix transcriptional regulator] [protein_id=WP_000343888.1] [location=72929..73822] [gbkey=CDS];>lcl|NZ_CP018059.1_cds_WP_003656971.1_79 [gene=rplF] [locus_tag=MC195_RS00425] [db_xref=GeneID:66584981] [protein=50S ribosomal protein L6] [protein_id=WP_003656971.1] [location=83725..84258] [gbkey=CDS]
